,left_gpt2_score,left_cnn_score,right_gpt2_score,right_cnn_score,distance_score,left_distance_score,left_hypothesis,right_hypothesis,right_distance_score,predicted_distance_score
0,38.57511901855469,-5.4818620681762695,40.64543914794922,-4.245334148406982,1,2,B at flack,B atflack,1,1.36918306350708
1,38.57511901855469,-5.4818620681762695,40.64543914794922,-4.245334148406982,1,2,B at flack,B atflack,1,1.36918306350708
2,38.57511901855469,-5.4818620681762695,40.64543914794922,-4.245334148406982,1,2,B at flack,B atflack,1,1.36918306350708
3,38.57511901855469,-5.4818620681762695,36.786155700683594,-3.885756015777588,2,2,B at flack,Batflack,0,1.529529333114624
4,38.57511901855469,-5.4818620681762695,36.786155700683594,-3.885756015777588,2,2,B at flack,Batflack,0,1.529529333114624
5,38.57511901855469,-5.4818620681762695,36.786155700683594,-3.885756015777588,2,2,B at flack,Batflack,0,1.529529333114624
6,38.57511901855469,-5.4818620681762695,38.336219787597656,-4.780121803283691,1,2,B at flack,Bat flack,1,1.5070782899856567
7,38.57511901855469,-5.4818620681762695,38.336219787597656,-4.780121803283691,1,2,B at flack,Bat flack,1,1.5070782899856567
8,38.57511901855469,-5.4818620681762695,38.336219787597656,-4.780121803283691,1,2,B at flack,Bat flack,1,1.5070782899856567
9,40.64543914794922,-4.245334148406982,38.57511901855469,-5.4818620681762695,-1,1,B atflack,B at flack,2,1.7029529809951782
10,40.64543914794922,-4.245334148406982,38.57511901855469,-5.4818620681762695,-1,1,B atflack,B at flack,2,1.7029529809951782
11,40.64543914794922,-4.245334148406982,38.57511901855469,-5.4818620681762695,-1,1,B atflack,B at flack,2,1.7029529809951782
12,40.64543914794922,-4.245334148406982,36.786155700683594,-3.885756015777588,1,1,B atflack,Batflack,0,1.7081598043441772
13,40.64543914794922,-4.245334148406982,36.786155700683594,-3.885756015777588,1,1,B atflack,Batflack,0,1.7081598043441772
14,40.64543914794922,-4.245334148406982,36.786155700683594,-3.885756015777588,1,1,B atflack,Batflack,0,1.7081598043441772
15,40.64543914794922,-4.245334148406982,38.336219787597656,-4.780121803283691,0,1,B atflack,Bat flack,1,1.6884766817092896
16,40.64543914794922,-4.245334148406982,38.336219787597656,-4.780121803283691,0,1,B atflack,Bat flack,1,1.6884766817092896
17,40.64543914794922,-4.245334148406982,38.336219787597656,-4.780121803283691,0,1,B atflack,Bat flack,1,1.6884766817092896
18,38.336219787597656,-4.780121803283691,40.64543914794922,-4.245334148406982,0,1,Bat flack,B atflack,1,1.357898235321045
19,38.336219787597656,-4.780121803283691,40.64543914794922,-4.245334148406982,0,1,Bat flack,B atflack,1,1.357898235321045
20,38.336219787597656,-4.780121803283691,40.64543914794922,-4.245334148406982,0,1,Bat flack,B atflack,1,1.357898235321045
21,38.336219787597656,-4.780121803283691,38.57511901855469,-5.4818620681762695,-1,1,Bat flack,B at flack,2,1.5067634582519531
22,38.336219787597656,-4.780121803283691,38.57511901855469,-5.4818620681762695,-1,1,Bat flack,B at flack,2,1.5067634582519531
23,38.336219787597656,-4.780121803283691,38.57511901855469,-5.4818620681762695,-1,1,Bat flack,B at flack,2,1.5067634582519531
24,38.336219787597656,-4.780121803283691,36.786155700683594,-3.885756015777588,1,1,Bat flack,Batflack,0,1.5280793905258179
25,38.336219787597656,-4.780121803283691,36.786155700683594,-3.885756015777588,1,1,Bat flack,Batflack,0,1.5280793905258179
26,38.336219787597656,-4.780121803283691,36.786155700683594,-3.885756015777588,1,1,Bat flack,Batflack,0,1.5280793905258179
27,36.786155700683594,-3.885756015777588,38.57511901855469,-5.4818620681762695,-2,0,Batflack,B at flack,2,1.382964849472046
28,36.786155700683594,-3.885756015777588,38.57511901855469,-5.4818620681762695,-2,0,Batflack,B at flack,2,1.382964849472046
29,36.786155700683594,-3.885756015777588,38.57511901855469,-5.4818620681762695,-2,0,Batflack,B at flack,2,1.382964849472046
